prot,lig,score
2b1v_protein,2b1v,0.9128229
2hzn_protein,2hzn,0.8571026
2jbj_protein,2jbj,0.93255395
3l5f_protein,3l5f,0.8579336
4j47_protein,4j47,0.8468567
1dth_protein,1dth,0.30907094
223l_protein,223l,0.18578553
5tgy_protein,5tgy,nan
6g28_protein,6g28,0.41910762
3oui_protein,3oui,0.99358976
5fnj_protein,5fnj,0.43997526
4akn_protein,4akn,0.7592749
6f05_protein,6f05,0.34737486
1tog_protein,1tog,0.754158
4ci2_protein,4ci2,0.99584717
3py1_protein,3py1,0.8030769
6fyk_protein,6fyk,0.22021575
3upi_protein,3upi,0.8254978
1li3_protein,1li3,0.43599033
2fwy_protein,2fwy,0.88884556
6fhq_protein,6fhq,0.0
4hxm_protein,4hxm,0.9356137
4uiw_protein,4uiw,0.9039242
6fa3_protein,6fa3,0.66991204
4kn1_protein,4kn1,0.778673
1b6l_protein,1b6l,0.73254716
1u0g_protein,1u0g,0.99939466
4y8d_protein,4y8d,0.23579545
3h0s_protein,3h0s,0.9086742
3e81_protein,3e81,0.0
3d4y_protein,3d4y,0.9875498
4s1g_protein,4s1g,0.6517372
2hd1_protein,2hd1,0.8955224
3u8j_protein,3u8j,0.9828629
6eo8_protein,6eo8,0.63060033
3ws8_protein,3ws8,0.84064513
1ke6_protein,1ke6,0.8610734
4qzs_protein,4qzs,0.9238477
6f6i_protein,6f6i,0.0
5gs9_protein,5gs9,0.9824219
1m5d_protein,1m5d,0.77112067
1unl_protein,1unl,0.8044077
5ldk_protein,5ldk,0.62721634
3k99_protein,3k99,0.64368206
4fyh_protein,4fyh,0.026691496
5jf3_protein,5jf3,0.8531318
5hk9_protein,5hk9,0.83124214
2ohr_protein,2ohr,0.79140127
4qem_protein,4qem,0.32315978
5hcx_protein,5hcx,0.6374396
2jkh_protein,2jkh,0.79922134
1f0u_protein,1f0u,0.6624738
4pmm_protein,4pmm,0.71649915
5n84_protein,5n84,0.93598616
2cgf_protein,2cgf,0.78504276
1s39_protein,1s39,1.0
