prot,lig,score
7F5D_EUO_protein,7F5D,0.0
7Z7F_IF3_protein,7Z7F,0.0
6TW5_9M2_protein,6TW5,0.6460756
8CI0_8EL_protein,8CI0,0.0
7P4C_5OV_protein,7P4C,0.9360577
7C8Q_DSG_protein,7C8Q,0.0
7UTW_NAI_protein,7UTW,0.0
7KRU_ATP_protein,7KRU,0.70454544
7MEU_MGP_protein,7MEU,0.0
7ZL5_IWE_protein,7ZL5,0.9207215
7ROR_69X_protein,7ROR,0.78699553
7NR8_UOE_protein,7NR8,0.57104766
6M2B_EZO_protein,6M2B,0.0065136477
6YT6_PKE_protein,6YT6,0.56023186
6ZR8_QOZ_protein,6ZR8,0.2575022
7YZU_DO7_protein,7YZU,0.5175141
7AVI_S2Q_protein,7AVI,0.82633865
7M31_TDR_protein,7M31,0.0
6TW7_NZB_protein,6TW7,0.7763975
7UJF_R3V_protein,7UJF,0.4332398
6VS3_R6V_protein,6VS3,0.39935845
7TXP_0FX_protein,7TXP,0.0
7NSW_HC4_protein,7NSW,0.0
7W06_ITN_protein,7W06,0.0
7TYP_KUR_protein,7TYP,0.0
7ZHP_IQY_protein,7ZHP,0.26289397
5SD5_HWI_protein,5SD5,0.43551493
7WJB_BGC_protein,7WJB,0.55906147
5SAK_ZRY_protein,5SAK,0.8694605
8ACL_LQL_protein,8ACL,0.5225225
7L81_UD4_protein,7L81,0.0
6XM9_V55_protein,6XM9,0.0
7E2S_BLA_protein,7E2S,0.27098602
7THI_PGA_protein,7THI,0.0
7P1M_4IU_protein,7P1M,0.51406926
6YMS_OZH_protein,6YMS,0.0003337784
7WKL_CAQ_protein,7WKL,0.0
8AP0_PRP_protein,8AP0,0.0
7RKW_5TV_protein,7RKW,0.0
8AQL_PLG_protein,8AQL,0.0
7ZDY_6MJ_protein,7ZDY,0.0
7N7B_T3F_protein,7N7B,0.0
8DHG_T78_protein,8DHG,0.005149813
7A1P_QW2_protein,7A1P,0.7238956
7EBG_J0L_protein,7EBG,0.0
7OZC_G6S_protein,7OZC,0.0
7U0U_FK5_protein,7U0U,0.0
7MOI_HPS_protein,7MOI,0.013266509
7BA0_T5H_protein,7BA0,0.7520623
7ZTL_BCN_protein,7ZTL,0.002617801
8AEU_M0L_protein,8AEU,0.0
7ZYS_KNR_protein,7ZYS,0.0
7AFX_R9K_protein,7AFX,0.32008594
7LT0_ONJ_protein,7LT0,0.6535388
7ZZB_KGX_protein,7ZZB,0.0
7M6K_YRJ_protein,7M6K,0.0054326355
7KFO_IAC_protein,7KFO,0.0
7NF3_4LU_protein,7NF3,0.0
7UMW_NAD_protein,7UMW,0.022096608
8G6P_API_protein,8G6P,0.0010660981
7CUO_PHB_protein,7CUO,0.0
7XI7_4RI_protein,7XI7,0.0
7OFF_VCB_protein,7OFF,0.12687366
8AIJ_M9I_protein,8AIJ,0.12544326
